訂單號,訂單日期,顧客姓名,訂單等級,訂單數量,銷售額,折扣點,運輸方式,利潤額,單價,運輸成本,區域,省份,城市,產品類別,產品子類別,產品名稱,產品包箱,運送日期,,
57127,2010/2/16,陸成,低級,13,735.54,0,火車,171.82,55.48,14.3,華北,內蒙古,烏蘭察布,辦公用品,紙張,Tennsco Regal Shelving Units,小型箱子,2010/2/18,,
57152,2012/9/3,陸成,低級,6,22.89,0.08,火車,-2.66,3.8,1.49,華北,山西,太原,辦公用品,夾子及其配件,Plymouth Boxed Rubber Bands by Plymouth,小型箱子,2012/9/3,,
57152,2012/9/3,朱鳳,低級,18,271.85,0.03,火車,109.19,15.57,1.39,西北,陝西,延安,辦公用品,信封,Bell Sonecor JB700 Caller ID,小型箱子,2012/9/10,,
57153,2009/5/26,周皓雲,中級,9,106.05,0.02,火車,-14.52,11.33,6.12,東北,吉林,長春,辦公用品,家用電器,5170,中型箱子,2009/5/28,,
57153,2009/5/26,齊軍,中級,45,698.1,0.01,火車,336.25,15.67,1.39,東北,遼寧,朝陽,辦公用品,信封,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",小型箱子,2009/5/27,,
57155,2009/6/17,謝中明,中級,23,155.52,0.05,火車,-133.73,6.48,9.68,東北,吉林,長春,辦公用品,紙張,Xerox 197,小型箱子,2009/6/18,,
57155,2009/6/17,鄒智宇,中級,16,535.54,0.04,空運,60.82,33.89,5.1,東北,遼寧,朝陽,辦公用品,容器，箱子,Binder Posts,小型箱子,2009/6/18,,
57157,2012/2/26,陳鋒,中級,18,203.57,0.01,火車,-4.84,10.98,3.99,東北,吉林,長春,辦公用品,家用電器,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",小型箱子,2012/2/29,,
57159,2010/2/12,張文標,中級,17,4621.1,0.09,大卡,-635.65,280.98,57,東北,遼寧,朝陽,傢俱產品,椅子,Ibico Presentation Index for Binding Systems,巨型木箱,2010/2/13,,
57159,2010/2/12,張文標,中級,42,460.2,0.01,火車,-214.39,9.99,11.59,東北,遼寧,朝陽,辦公用品,紙張,Xerox 1927,小型箱子,2010/2/12,,
57185,2011/5/23,趙曉平,中級,28,1360.82,0.06,火車,385.03,49.34,10.25,東北,遼寧,朝陽,傢俱產品,辦公裝飾品,KI Conference Tables,大型箱子,2011/5/25,,
57190,2010/5/28,姚軍,中級,48,2052.83,0.02,火車,395.85,40.99,8.97,東北,遼寧,朝陽,技術產品,辦公機器,Wilson Jones® Four-Pocket Poly Binders,小型箱子,2010/5/28,,
57190,2010/5/28,姚軍,中級,36,620.45,0.09,火車,171.94,17.48,1.99,東北,遼寧,朝陽,技術產品,電腦配件,"IBM Numeric Access II Keypad, 17-Key, Black",小型包裹,2010/5/29,,
57216,2010/7/29,郝磊,高級,46,12719.7,0.03,大卡,-545.82,280.98,57,東北,遼寧,朝陽,傢俱產品,椅子,Ibico Presentation Index for Binding Systems,巨型木箱,2010/7/29,,
57216,2010/7/29,郝磊,高級,48,109.78,0.03,火車,4.48,2.2,1.2,東北,遼寧,朝陽,辦公用品,筆、美術用品,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",打包紙袋,2010/7/31,,
57217,2011/1/21,朱鳳,中級,35,422.25,0.06,火車,-116.02,11.66,7.95,東北,遼寧,朝陽,辦公用品,筆、美術用品,"Avery Flip-Chart Easel Binder, Black",小型包裹,2011/1/23,,
57248,2009/10/15,朱鳳,中級,34,167.5,0.04,火車,-84.42,4.98,4.95,東北,遼寧,朝陽,辦公用品,夾子及其配件,Avery 51,小型箱子,2009/10/17,,
57249,2010/7/20,朱鳳,高級,30,1775.33,0.05,火車,365.25,60.65,12.23,東北,吉林,長春,傢俱產品,辦公裝飾品,"Seth Thomas 13 1/2"" Wall Clock",中型箱子,2010/7/21,,
57253,2009/1/5,謝建,中級,43,78.08,0.08,火車,1.74,1.81,0.75,東北,遼寧,朝陽,傢俱產品,椅子,Xerox 220,巨型木箱,2009/1/6,,
57253,2009/1/5,謝建,中級,29,653.54,0.06,大卡,-1358.90,20.98,53.03,東北,黑龍江,綏化,傢俱產品,椅子,Staples Pushpins,巨型木箱,2009/1/7,,
57253,2009/1/5,逄金龍,中級,48,12635.75,0.07,火車,-335.24,279.48,35,東北,黑龍江,綏化,傢俱產品,辦公裝飾品,Alliance Rubber Bands,大型箱子,2009/1/5,,
57253,2009/1/5,唐麗麗,中級,49,240.3,0.08,火車,-139.16,4.91,5.68,東北,黑龍江,綏化,傢俱產品,桌子,LX 677,巨型紙箱,2009/1/6,,
57253,2009/1/5,周楠楠,中級,25,2750.107,0.04,火車,667.45,125.99,5.26,東北,黑龍江,綏化,技術產品,電話通信產品,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,小型箱子,2009/1/5,,
57280,2012/1/31,周楠楠,中級,44,299.85,0.03,空運,-260.80,6.48,10.05,東北,黑龍江,綏化,辦公用品,紙張,Decoflex Hanging Personal Folder File,小型箱子,2012/2/1,,
57281,2010/4/20, 陳遲,高級,26,561.66,0.07,火車,-111.33,22.38,15.1,西南,重慶,重慶,辦公用品,夾子及其配件,Avery Self-Adhesive Photo Pockets for Polaroid Photos,小型箱子,2010/4/20,,
57281,2010/4/20,周智宇,高級,19,1851.62,0.09,大卡,-220.84,100.98,35.84,西南,雲南,曲靖,傢俱產品,書架,Xerox 1949,巨型紙箱,2010/4/22,,
57287,2011/10/28,周智宇,其它,11,472.12,0.03,火車,56.10,40.97,1.99,西南,重慶,重慶,技術產品,電腦配件,T65,小型包裹,2011/10/29,,
57314,2010/10/12,韋毅祥,低級,22,846.35,0.04,空運,341.53,37.94,5.08,西南,雲南,曲靖,辦公用品,紙張,Avery Round Ring Poly Binders,打包紙袋,2010/10/16,,
57314,2010/10/12,韋毅祥,低級,26,1976.3945,0,火車,473.36,85.99,2.79,西南,貴州,遵義,技術產品,電話通信產品,Lock-Up Easel 'Spel-Binder',小型箱子,2010/10/19,,
57318,2010/1/10,王江仿,中級,33,158.79,0.02,火車,74.14,4.91,0.5,華南,廣西,賀州,辦公用品,標籤,Xerox 194,小型箱子,2010/1/12,,
57318,2010/1/10,邱車明,中級,12,79.06,0.1,火車,-47.00,6.68,6.92,華南,廣西,賀州,辦公用品,紙張,Durable Pressboard Binders,小型箱子,2010/1/12,,
57344,2010/9/24,邱車明,高級,47,1060.0605,0.1,火車,-71.03,28.99,8.59,華南,海南,三沙,技術產品,電話通信產品,Park Ridge™ Embossed Executive Business Envelopes,中型箱子,2010/9/26,,
57350,2011/5/25,王海燕,高級,33,140.63,0.09,火車,-111.87,4.28,5.68,華南,廣西,賀州,辦公用品,紙張,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",小型箱子,2011/5/26,,
57350,2011/5/25,王海燕,高級,50,4872.6675,0.09,火車,851.31,125.99,8.8,華南,河南,漯河,技術產品,電話通信產品,"#10 White Business Envelopes,4 1/8 x 9 1/2",小型箱子,2011/5/26,,
57376,2011/6/19,楊光,中級,44,442.72,0.07,火車,-168.38,10.52,7.94,華南,海南,三沙,傢俱產品,辦公裝飾品,Xerox 1993,小型包裹,2011/6/21,,
57376,2011/6/19,楊光,中級,6,326.893,0.07,火車,-223.21,65.99,5.31,華南,海南,三沙,技術產品,電話通信產品,"File Shuttle II and Handi-File, Black",小型箱子,2011/6/19,,
57378,2009/12/28,周華強,其它,9,266.27,0.02,火車,-5.70,29.89,1.99,華南,廣西,賀州,技術產品,電腦配件,Staples Surge Protector 6 outlet,小型包裹,2009/12/29,,
57378,2009/12/28,趙和貴,其它,10,38.44,0.01,空運,-26.19,3.28,3.97,華南,海南,三沙,辦公用品,筆、美術用品,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,打包紙袋,2009/12/28,,
57380,2011/10/20,趙和貴,低級,3,545.88,0.05,大卡,-95.04,212.6,52.2,華南,海南,三沙,傢俱產品,桌子,Hammermill Color Copier Paper (28Lb. and 96 Bright),巨型紙箱,2011/10/24,,
57381,2009/8/7,黃麗麗,高級,13,515.23,0.1,火車,171.40,41.94,2.99,華南,海南,三沙,辦公用品,夾子及其配件,Electrix Fluorescent Magnifier Lamps & Weighted Base,小型箱子,2009/8/8,,
57381,2009/8/7,唐晨,高級,22,41.65,0.06,火車,-13.86,1.98,0.7,華南,廣西,賀州,辦公用品,橡皮筋,AT&T 1430 2.4GHz Analog Phone w/Caller ID,打包紙袋,2009/8/7,,
57382,2009/3/23,唐晨,中級,25,106.04,0.09,火車,16.90,4.55,1.49,華南,海南,三沙,辦公用品,夾子及其配件,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",小型箱子,2009/3/25,,
57382,2009/3/23,王勇民,中級,45,452.93,0.07,空運,20.14,9.78,5.76,華南,廣西,賀州,辦公用品,信封,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,小型箱子,2009/3/25,,
57409,2009/11/20,王勇民,其它,1,90.88,0.1,火車,-259.63,100.98,7.18,華南,廣西,賀州,技術產品,電腦配件,"Sanford Uni-Blazer™ View Highlighters, Chisel Tip, Yellow",小型箱子,2009/11/21,,
57409,2009/11/20,胡大鵬,其它,34,6236.4755,0.03,火車,1928.66,205.99,3,華南,河南,鶴壁,技術產品,電話通信產品,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",小型箱子,2009/11/21,,
57412,2009/7/13,高克強,低級,34,223.499,0.06,火車,-122.13,7.99,5.03,華南,廣西,賀州,技術產品,電話通信產品,Cardinal Holdit Business Card Pockets,中型箱子,2009/7/13,,
57415,2009/3/24,唐晨,中級,6,101.52,0.02,火車,-16.37,15.42,5.41,華南,海南,三沙,辦公用品,容器，箱子,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",小型箱子,2009/3/25,,
57440,2010/7/23,高瑞光,低級,12,1171.232,0.04,空運,-43.25,115.99,2.5,華南,廣西,賀州,技術產品,電話通信產品,"Metal Folding Chairs, Beige, 4/Carton",小型箱子,2010/7/30,,
57444,2011/5/14,高瑞光,中級,24,178.92,0.09,火車,-56.11,7.68,6.16,華南,河南,鶴壁,辦公用品,夾子及其配件,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,小型箱子,2011/5/15,,
57447,2011/7/4,高瑞光,其它,39,315.88,0.09,火車,-60.40,8.46,3.62,華南,廣西,賀州,技術產品,電腦配件,Telescoping Adjustable Floor Lamp,小型包裹,2011/7/4,,
57447,2011/7/4,高瑞光,其它,8,258.11,0.06,火車,-113.60,30.98,6.5,華南,廣西,賀州,技術產品,電腦配件,"Iceberg OfficeWorks 42"" Round Tables",小型箱子,2011/7/7,,
57475,2010/10/4,高瑞光,低級,32,167.07,0.04,火車,-93.23,4.91,5.68,華南,河南,鶴壁,辦公用品,夾子及其配件,232,小型箱子,2010/10/11,,
57475,2010/10/4,朱洪利,低級,34,554.88,0.06,火車,-145.33,15.99,13.18,華東,福建,龍岩,辦公用品,夾子及其配件,Xerox 1997,小型箱子,2010/10/4,,
57475,2010/10/4,吳峰岩,低級,48,309.65,0.04,火車,-79.81,6.54,5.27,華東,浙江,台州,辦公用品,夾子及其配件,"Avery Flip-Chart Easel Binder, Black",小型箱子,2010/10/4,,
57475,2010/10/4,吳峰岩,低級,24,152.37,0.09,火車,-76.53,6.48,6.6,華南,廣東,陽江,辦公用品,紙張,"Bush Westfield Collection Bookcases, Fully Assembled",小型箱子,2010/10/6,,
57476,2009/3/16,于慶豐,高級,20,1351.43,0.08,大卡,-550.43,68.81,60,華南,廣東,陽江,辦公用品,家用電器,"TDK 4.7GB DVD-R Spindle, 15/Pack",巨型木箱,2009/3/17,,
57476,2009/3/16,吳生,高級,17,357.91,0.04,火車,-52.12,21.38,8.99,華北,北京,北京,辦公用品,筆、美術用品,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",小型包裹,2009/3/18,,
57477,2010/9/26,吳生,高級,50,745.48,0.02,火車,119.12,14.56,3.5,華北,天津,天津,辦公用品,家用電器,6340,小型箱子,2010/9/28,,
57477,2010/9/26,趙麗,高級,45,3086.5115,0.08,火車,1560.96,85.99,2.5,華北,北京,北京,技術產品,電話通信產品,Avery 508,小型箱子,2010/9/27,,
57478,2010/10/3,趙麗,中級,36,63.53,0.1,火車,-2.51,1.88,0.79,西北,甘肅,酒泉,辦公用品,橡皮筋,Xerox 1898,打包紙袋,2010/10/4,,
57479,2011/3/15,張子良,高級,37,132.12,0.07,火車,54.78,3.75,0.5,西北,陝西,漢中,辦公用品,標籤,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,小型箱子,2011/3/16,,
57504,2009/8/4,薑贇,其它,44,357.48,0.01,火車,160.02,7.64,1.39,西北,新疆,克拉瑪依,辦公用品,信封,Xerox 199,小型箱子,2009/8/7,,
57506,2009/2/13,薑贇,中級,48,332.55,0.1,火車,-66.87,7.28,5.47,西北,陝西,漢中,辦公用品,紙張,StarTAC 6500,小型箱子,2009/2/13,,
57507,2009/6/26,蔡松敏,中級,10,155.45,0.03,火車,-19.68,15.01,8.4,西北,新疆,克拉瑪依,辦公用品,夾子及其配件,Ultra Door Pull Handle,小型箱子,2009/6/29,,
57509,2009/2/21,蔡松敏,低級,39,199.39,0.1,空運,101.13,4.91,0.5,西北,甘肅,酒泉,辦公用品,標籤,3390,小型箱子,2009/2/21,,
57509,2009/2/21,任錦升,低級,11,2770.35,0.09,大卡,-202.58,259.71,66.67,華東,浙江,台州,傢俱產品,桌子,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",巨型紙箱,2009/2/26,,
57510,2011/12/10,任錦升,其它,6,48.05,0.01,火車,-11.34,6.68,5.2,華東,山東,威海,辦公用品,紙張,Newell 337,小型箱子,2011/12/10,,
57511,2009/10/6,李瑞禮,中級,32,98.46,0.01,火車,41.54,2.89,0.5,華東,浙江,台州,辦公用品,標籤,Bush Advantage Collection® Round Conference Table,小型箱子,2009/10/7,,
57511,2009/10/6,陳桂英,中級,11,569.636,0,火車,-173.25,55.99,5,華東,浙江,台州,技術產品,電話通信產品,"Avery Trapezoid Extra Heavy Duty 4"" Binders",小型包裹,2009/10/8,,
57537,2012/9/18,陳桂英,中級,13,76.38,0.03,空運,-29.69,4.82,5.24,華東,浙江,台州,辦公用品,夾子及其配件,"Brites Rubber Bands, 1 1/2 oz. Box",小型箱子,2012/9/19,,
57537,2012/9/18,宋輝,中級,29,2948.63,0.05,火車,888.62,100.97,7.18,華東,浙江,台州,技術產品,電腦配件,Presstex Flexible Ring Binders,小型箱子,2012/9/19,,
57537,2012/9/18,宋輝,中級,4,18.33,0.09,火車,-7.08,3.98,2.97,華東,浙江,台州,辦公用品,紙張,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",打包紙袋,2012/9/18,,
57538,2010/2/20,黃博,中級,40,1370.49,0.08,火車,-244.63,33.98,19.99,華東,浙江,台州,傢俱產品,辦公裝飾品,Logitech Cordless Elite Duo,小型箱子,2010/2/22,,
57542,2009/8/22,黃博,高級,23,1256.29,0.04,火車,517.03,55.48,6.79,華東,浙江,台州,辦公用品,紙張,6185,小型箱子,2009/8/24,,
57568,2010/6/17, 周遊,其它,38,592.54,0.07,火車,282.11,15.67,1.39,華東,浙江,台州,辦公用品,信封,Bell Sonecor JB700 Caller ID,小型箱子,2010/6/19,,
57570,2012/9/28,李爽,高級,27,1823.04,0.09,大卡,-190.78,70.98,26.74,華東,浙江,台州,傢俱產品,書架,Decoflex Hanging Personal Folder File,巨型紙箱,2012/9/30,,
57570,2012/9/28,蔣振華,高級,15,675.23,0.1,火車,204.08,48.04,7.23,華東,安徽,池州,辦公用品,紙張,DPC 650 Piper,小型箱子,2012/9/30,,
57572,2011/7/12,李大智,中級,30,139.08,0.1,火車,-120.04,4.98,4.62,華東,安徽,池州,技術產品,電腦配件,GBC VeloBinder Strips,小型包裹,2011/7/14,,
57572,2011/7/12,趙正玉,中級,9,75.28,0,火車,-17.22,7.64,5.83,華東,Jiangsu,鹽城,辦公用品,紙張,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",打包紙袋,2011/7/13,,
57574,2012/7/23,趙正玉,中級,20,466.36,0.07,大卡,-192.70,23.99,15.68,華東,安徽,池州,傢俱產品,辦公裝飾品,Logitech Internet Navigator Keyboard,巨型木箱,2012/7/24,,
57600,2012/11/11,王仲奇,中級,32,1882.12,0.05,火車,584.15,59.78,10.29,華東,江西,吉安,辦公用品,夾子及其配件,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",小型箱子,2012/11/13,,
57600,2012/11/11,王仲奇,中級,44,186.94,0.05,火車,85.81,4.13,0.5,華東,Jiangsu,鹽城,辦公用品,標籤,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",小型箱子,2012/11/13,,
57600,2012/11/11,王仲奇,中級,12,407.2,0.01,火車,-8.42,30.98,17.08,華東,江西,吉安,辦公用品,紙張,Wilson Jones® Four-Pocket Poly Binders,小型箱子,2012/11/13,,
57602,2012/5/17,王仲奇,低級,43,130.36,0.02,火車,58.52,2.88,0.5,華東,江西,吉安,辦公用品,標籤,Xerox 21,小型箱子,2012/5/26,,
57606,2010/1/3,傅飛,其它,37,294.48,0.08,火車,-64.24,8.46,3.62,華東,上海,上海,技術產品,電腦配件,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",小型包裹,2010/1/4,,
57633,2011/2/6,傅飛,高級,12,351.12,0.09,空運,202.63,30.93,3.92,華南,廣東,陽江,傢俱產品,辦公裝飾品,Boston 1730 StandUp Electric Pencil Sharpener,小型包裹,2011/2/7,,
57638,2012/4/22,魏學濤,低級,35,5740.624,0.09,大卡,-526.48,217.85,29.1,華南,廣東,陽江,傢俱產品,桌子,Acco 6 Outlet Guardian Premium Surge Suppressor,巨型紙箱,2012/4/27,,
57638,2012/4/22,魏學濤,低級,49,570.43,0.07,火車,78.89,11.48,5.43,華南,廣東,陽江,辦公用品,紙張,Accessory12,小型箱子,2012/4/24,,
57638,2012/4/22,魏斐,低級,49,100.08,0.08,火車,-85.58,2.08,2.56,華東,Jiangsu,鹽城,辦公用品,剪刀，尺子，鋸,Staples Pushpins,小型包裹,2012/4/24,,
57639,2010/7/21,吳小月,中級,24,2239.52,0.04,火車,330.50,95.46,18.13,華東,安徽,池州,傢俱產品,辦公裝飾品,Avery 496,大型箱子,2010/7/21,,
57666,2009/5/22,白秋富,其它,45,1206.15,0.03,火車,304.20,25.98,4.08,華南,廣東,陽江,辦公用品,筆、美術用品,Security-Tint Envelopes,小型包裹,2009/5/25,,
57666,2009/5/22,肖明,其它,44,941.99,0.1,大卡,-2111.36,20.98,53.03,華南,廣東,陽江,辦公用品,容器，箱子,Southworth Structures Collection™,巨型木箱,2009/5/22,,
57669,2010/8/8,武駿,中級,41,1803.12,0,火車,544.93,40.98,5.33,華南,廣東,陽江,辦公用品,家用電器,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",小型箱子,2010/8/9,,
57671,2012/11/7,陶蔚紅,其它,6,22.78,0.01,火車,3.96,3.75,0.5,華南,廣東,陽江,辦公用品,標籤,Avery 493,小型箱子,2012/11/8,,
57698,2012/1/6,陶蔚紅,中級,10,86,0.05,火車,-66.91,7.77,9.23,華南,湖南,益陽,辦公用品,家用電器,"Bevis Round Bullnose 29"" High Table Top",小型箱子,2012/1/7,,
57698,2012/1/6,莊斌,中級,13,4805.36,0.04,火車,1127.31,363.25,19.99,華南,湖北,黃岡,辦公用品,家用電器,Xerox 1977,小型箱子,2012/1/8,,
57699,2012/11/10,魏濤雲,低級,47,1857.88,0.09,火車,752.96,40.98,1.99,華南,廣東,陽江,技術產品,電腦配件,Avery 498,小型包裹,2012/11/15,,
57699,2012/11/10,魏濤雲,低級,36,2160.83,0.08,火車,485.02,60.98,19.99,華南,廣東,陽江,辦公用品,信封,Accessory6,小型箱子,2012/11/14,,
57699,2012/11/10,周桐,低級,20,43.94,0.09,火車,-72.23,2.08,5.33,華南,湖南,益陽,傢俱產品,辦公裝飾品,Wilson Jones Turn Tabs Binder Tool for Ring Binders,小型箱子,2012/11/12,,
57700,2011/11/12,周桐,中級,38,1806.43,0.04,火車,134.85,47.98,3.61,華南,廣東,陽江,技術產品,電腦配件,Gyration Ultra Cordless Optical Suite,小型包裹,2011/11/12,,
57734,2009/9/16,周桐,高級,26,110.14,0.05,火車,-89.22,4.24,5.41,華南,廣東,陽江,辦公用品,夾子及其配件,Unpadded Memo Slips,小型箱子,2009/9/18,,
57734,2009/9/16,邱海華,高級,27,453.89,0.1,火車,-75.06,16.98,12.39,華南,廣東,陽江,辦公用品,信封,"Linden® 12"" Wall Clock With Oak Frame",小型箱子,2009/9/18,,
57760,2011/7/12,劉宇飛,其它,38,275.11,0.06,火車,17.15,7.59,4,華南,廣東,陽江,傢俱產品,辦公裝飾品,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",打包紙袋,2011/7/14,,
57760,2011/7/12,周皓雲,其它,34,102.34,0.01,火車,-30.39,2.98,2.03,華南,廣東,陽江,辦公用品,筆、美術用品,"#10 White Business Envelopes,4 1/8 x 9 1/2",打包紙袋,2011/7/14,,
57766,2010/4/30,高明華,高級,17,517.98,0.05,火車,-85.32,30.53,19.99,華南,湖北,黃岡,辦公用品,標籤,"Hon Metal Bookcases, Black",小型箱子,2010/5/3,,
57767,2012/4/11,高明華,中級,34,3373.7095,0.01,火車,861.72,110.99,8.99,華南,廣東,陽江,技術產品,電話通信產品,Xerox 1885,小型箱子,2012/4/13,,
57794,2009/7/26,張瑤培,低級,16,88.84,0.02,火車,-46.92,4.98,6.07,華南,廣東,陽江,辦公用品,紙張,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",小型箱子,2009/7/28,,
57798,2012/9/15,張瑤培,高級,20,3050.81,0.01,大卡,-124.04,140.98,36.09,華南,廣東,陽江,傢俱產品,書架,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",巨型紙箱,2012/9/16,,
57799,2011/8/31,閆潔,高級,25,12343.07,0.02,大卡,3972.72,500.97,69.3,華南,廣東,陽江,技術產品,辦公機器,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",巨型木箱,2011/9/2,,
57827,2009/7/2,趙正玉,中級,24,2453.3,0.05,大卡,-111.40,100.98,35.84,華南,湖北,黃岡,傢俱產品,書架,GBC Recycled Regency Composition Covers,巨型紙箱,2009/7/4,,
57827,2009/7/2,趙正玉,中級,29,147.02,0.02,火車,-77.03,4.98,5.49,華南,廣東,陽江,辦公用品,紙張,Avery 506,小型箱子,2009/7/3,,
57856,2009/2/12,趙正玉,中級,17,127.45,0.06,火車,-42.17,7.1,6.05,華南,廣東,陽江,辦公用品,夾子及其配件,Xerox 197,小型箱子,2009/2/13,,
57856,2009/2/12,鄭維東,中級,31,92.18,0.02,火車,5.70,2.78,0.97,華南,湖南,益陽,辦公用品,筆、美術用品,Avery 484,打包紙袋,2009/2/13,,
57857,2010/5/1,高瑞光,高級,18,314.96,0.1,火車,153.48,18.65,3.77,東北,遼寧,朝陽,傢俱產品,辦公裝飾品,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",小型包裹,2010/5/1,,
57861,2012/10/25,王晨,中級,40,120.15,0,火車,11.32,2.88,1.49,華北,天津,天津,辦公用品,夾子及其配件,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",小型箱子,2012/10/27,,
57889,2010/4/7,邱曉文,低級,39,723.3075,0.01,火車,216.70,20.99,0.99,東北,吉林,長春,技術產品,電話通信產品,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",打包紙袋,2010/4/11,,
57890,2009/2/26,邱曉文,中級,15,803.04,0.08,火車,282.32,55.48,6.79,東北,遼寧,朝陽,辦公用品,紙張,Personal Creations™ Ink Jet Cards and Labels,小型箱子,2009/2/28,,
57891,2010/12/17,邱曉文,中級,17,934.9405,0.08,火車,47.10,65.99,5.92,東北,黑龍江,綏化,技術產品,電話通信產品,Kleencut® Forged Office Shears by Acme United Corporation,小型箱子,2010/12/17,,
57894,2012/4/3,黃博,低級,47,13382.01,0.09,大卡,2852.94,306.14,26.53,華南,廣西,賀州,技術產品,辦公機器,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",巨型木箱,2012/4/5,,
57921,2010/8/18,崔晨,中級,8,45.24,0.01,火車,-42.12,4.98,4.62,華南,河南,鶴壁,技術產品,電腦配件,Boston 1799 Powerhouse™ Electric Pencil Sharpener,小型包裹,2010/8/18,,
57921,2010/8/18,崔晨,中級,7,148.05,0.08,火車,-45.94,21.38,8.99,華南,廣西,賀州,辦公用品,筆、美術用品,"Tennsco Lockers, Gray",小型包裹,2010/8/20,,
57922,2011/2/8,胡敏敏,中級,50,343.26,0.04,火車,-287.28,6.84,8.37,華南,廣西,賀州,辦公用品,剪刀，尺子，鋸,Belkin 8 Outlet Surge Protector,小型包裹,2011/2/8,,
57958,2009/2/28,張玉,中級,46,1419.83,0.07,空運,385.80,30.98,8.74,華東,浙江,台州,辦公用品,紙張,Avery 510,小型箱子,2009/3/1,,
57959,2011/12/30,周桐,中級,40,239.86,0.04,火車,-32.06,5.81,3.37,華南,廣東,陽江,辦公用品,橡皮筋,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,打包紙袋,2011/12/31,,
57959,2011/12/30,周桐,中級,48,1269.79,0.08,空運,-65.33,26.31,5.89,華北,山西,太原,技術產品,電腦配件,Hoover WindTunnel™ Plus Canister Vacuum,小型箱子,2011/12/31,,
57984,2010/10/2,廖智勇,高級,6,192.99,0.07,空運,-123.37,30.97,4,西南,貴州,畢節,技術產品,電腦配件,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",小型箱子,2010/10/3,,
57984,2010/10/2,廖智勇,高級,20,11829.4,0.07,火車,3899.72,599.99,24.49,華南,廣東,陽江,技術產品,影印機、傳真機,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",大型箱子,2010/10/4,,
57986,2010/10/29,廖智勇,高級,14,199.93,0.1,火車,-105.33,14.81,13.32,華北,山西,太原,辦公用品,家用電器,Eldon® Wave Desk Accessories,小型箱子,2010/10/29,,
58051,2012/3/20,王英,高級,6,256.6,0,火車,-106.76,39.98,7.12,東北,吉林,長春,技術產品,電腦配件,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",小型箱子,2012/3/22,,
58053,2010/1/8,高雲安,中級,42,287.75,0.02,火車,-136.02,6.68,7.3,華南,廣西,賀州,辦公用品,紙張,Storex DuraTech Recycled Plastic Frosted Binders,小型箱子,2010/1/10,,
58054,2011/1/4,高雲安,高級,26,61.4,0.04,火車,-92.11,2.08,5.33,華南,海南,三沙,傢俱產品,辦公裝飾品,Brown Kraft Recycled Envelopes,小型箱子,2011/1/4,,
58055,2011/10/27,李爭,中級,26,208.6,0,火車,-56.45,7.38,5.21,華北,北京,北京,傢俱產品,辦公裝飾品,"Master Giant Foot® Doorstop, Safety Yellow",小型箱子,2011/10/29,,
58084,2012/8/19,李爭,中級,3,21.55,0.09,火車,-2.87,7.31,0.49,華北,北京,北京,辦公用品,標籤,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",小型箱子,2012/8/19,,
58084,2012/8/19,肖澤宇,中級,36,266.16,0.03,火車,90.91,7.28,1.77,華南,廣西,賀州,辦公用品,紙張,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",打包紙袋,2012/8/21,,
58086,2011/3/10,姚文文,中級,27,154.62,0.04,火車,-118.60,5.53,6.98,華南,廣東,陽江,辦公用品,夾子及其配件,LX 677,小型箱子,2011/3/11,,
